rank,item_id,outlet,type,language,title,url,published_at,R,S,D,I,r_people,signal_mult,logos,ethos,pathos,d_raw,topics,prompt_version,reach_flag,content_basis,content_access,word_count,fetch_method,r_basis,justification
,c371ed82460feeb5,Zeteo (Mehdi Hasan),newsletter,en,p / this-week-in-democracy-week-84-trump,https://zeteo.com/p/this-week-in-democracy-week-84-trump,2026-08-29T01:00:59+00:00,,0.111500,0.533333,,,,6,4,6,16,democracy_elections:0.35; immigration:0.35; foreign_policy_wars:0.15; government_leadership:0.15,score_v2,self_reported,full_text,open,816,rss_fulltext,no conversion rule for unit 'subscribers_self_reported'; flat across the outlet's items (no per-item signal),"A roundup citing multiple sourced reports (Bloomberg, AP, NYT, court rulings) across several stories, giving moderate evidentiary weight. Framed with partisan, accusatory language ('Trump and his cronies') showing clear editorial stance and emotional charge, but author/outlet authority is modest and unnamed beyond Zeteo."
,80fbcd60ffe8b960,Zeteo (Mehdi Hasan),newsletter,en,p / i-am-an-american-citizen-under-siege,https://zeteo.com/p/i-am-an-american-citizen-under-siege,2026-08-28T15:05:54+00:00,,0.139500,0.566667,,,,3,5,9,17,foreign_policy_wars:0.85; government_leadership:0.15,score_v2,self_reported,full_text,open,393,rss_fulltext,no conversion rule for unit 'subscribers_self_reported'; flat across the outlet's items (no per-item signal),"First-person testimony from a besieged American citizen, vivid and emotionally charged, but offers little evidence beyond his own account; no counterargument engagement. Ethos rests on his direct witness status, not broad public standing."
,9fa9c6274e03bc01,Democracy Now!,radio,en,"Gloria Steinem, Feminist Icon & Ms. Magazine Co-Founder, Dies at 92",https://www.democracynow.org/2026/9/3/gloria_steinem,2026-09-03T00:00:00+00:00,,0.088500,0.566667,,,,2,8,7,17,democracy_elections:0.25; government_leadership:0.20; abortion:0.15; healthcare:0.15; unifying_the_country:0.15; other:0.10,score_v2,unsourced,full_text,open,1053,transcript_page,no sourced reach figure; flat across the outlet's items (no per-item signal),"An obituary tribute featuring archival speech excerpts from Steinem at the 2017 Women's March, emotionally charged rhetoric on democracy, abortion access, and unity, with little argumentative structure but significant authority from a recognized feminist icon speaking to a devoted audience."
,f6eaeebdfa1e2662,Democracy Now!,radio,en,“Catastrophic Failure”: Postal Service Whistleblower Warns Mail-In Voting Rules Could Derail Election,https://www.democracynow.org/2026/9/3/usps_whistleblower,2026-09-03T00:00:00+00:00,,0.088500,0.633333,,,,7,6,6,19,democracy_elections:0.85; government_leadership:0.15,score_v2,unsourced,full_text,open,2395,transcript_page,no sourced reach figure; flat across the outlet's items (no per-item signal),"Detailed technical explanation of ballot-processing IT flaws and whistleblower claims constitutes substantial reasoning, though largely one-sided. Speaker is an attorney with institutional backing (Whistleblower Aid) representing a whistleblower, giving moderate authority. Language like 'catastrophic failure,' 'sabotage,' and democracy-under-threat framing adds notable emotional intensity."
,7bbea03d45cbaf63,Democracy Now!,radio,en,“Modern-Day Poll Tax”: Dem. Texas Commissioner Slams GOP Vote to Close 92 Polling Sites,https://www.democracynow.org/2026/9/3/voting_rights_tarrant_county_texas,2026-09-03T00:00:00+00:00,,0.057000,0.600000,,,,4,6,8,18,democracy_elections:0.85; race_relations:0.15,score_v2,unsourced,full_text,open,1890,transcript_page,no sourced reach figure; flat across the outlet's items (no per-item signal),"Interview features testimony, quotes, and a public hearing, but relies mostly on assertion and emotional framing (poll tax metaphor, family history) rather than data. Miles speaks as an elected official with direct authority on the issue; strong emotional language throughout amplifies pathos."
,324bf521ce17a4ea,Democracy Now!,radio,en,"AI Could Revolutionize Medicine, But Humans Must Be in Charge: Researcher Shreya Johri",https://www.democracynow.org/2026/9/3/ai_in_medicine,2026-09-03T00:00:00+00:00,,0.017500,0.466667,,,,7,6,1,14,ai_technology:0.75; healthcare:0.25,score_v2,unsourced,full_text,open,2289,transcript_page,no sourced reach figure; flat across the outlet's items (no per-item signal),"Expert researcher presents detailed evidence, studies (Swedish mammogram trial, London brain surgery), and technical explanations. Calm, informational tone with minimal emotional appeal. Ethos derived from her academic credentials and Democracy Now's platform, not celebrity status."
,9a8fbef95d8c94d1,Democracy Now!,radio,en,“Filipiñana”: Dark Satire Takes Aim at Inequality & Structural Violence in the Philippines,https://www.democracynow.org/2026/8/27/filipinana_dark_satire_takes_aim_at,2026-08-27T00:00:00+00:00,,0.096500,0.533333,,,,5,6,5,16,other:0.55; economy:0.20; race_relations:0.15; unifying_the_country:0.10,score_v2,unsourced,full_text,open,3930,transcript_page,no sourced reach figure; flat across the outlet's items (no per-item signal),"Interview with filmmaker Rafael Manuel discussing his film's themes of class, colonialism, regionalism, and structural violence in the Philippines. He offers reasoned artistic explanations but no external evidence; speaks with authority as the film's creator, recognized by Sundance and critics; moderate emotional resonance through vivid imagery and personal reflection."
,3bd5f2540723b60d,Democracy Now!,radio,en,"“Trump’s War on the Left”: Jack Crosbie of Rolling Stone on the Prairieland Nine, NSPM-7 & More",https://www.democracynow.org/2026/8/26/trump_s_war_on_the_left,2026-08-26T00:00:00+00:00,,0.108000,0.633333,,,,7,6,6,19,democracy_elections:0.40; government_leadership:0.25; immigration:0.20; crime:0.15,score_v2,unsourced,full_text,open,3143,transcript_page,no sourced reach figure; flat across the outlet's items (no per-item signal),"Crosbie provides detailed factual reporting, legal history, and causal chains (Georgia's domestic terrorism law, NSPM-7, antifa designation) as a Rolling Stone senior writer with firsthand sourcing, interviewed sympathetically on Democracy Now!, evoking emotional framing of injustice and repression."
,5c743ec37db366f0,Democracy Now!,radio,en,"U.S. Empire in Decline: Richard Wolff on Iran War, Rising Inequality, $40T National Debt & More",https://www.democracynow.org/2026/9/2/richard_wolff,2026-09-02T00:00:00+00:00,,0.183500,0.666667,,,,7,7,6,20,economy:0.45; foreign_policy_wars:0.35; government_leadership:0.15; environment:0.05,score_v2,unsourced,full_text,open,2703,transcript_page,no sourced reach figure; flat across the outlet's items (no per-item signal),"Wolff offers causal chains (Panama Canal fees, bond yields, mortgage rates, war spending) with specific figures, engaging economic mechanisms in depth. As a well-known economist with an established platform and long Democracy Now! relationship, his ethos is high. Rhetoric on 'empire in decline' and moral condemnation of killings adds emotional charge, though mostly analytical tone."
,066b44a3d6279b45,Democracy Now!,radio,en,“Went to Sea and Never Came Back”: Families of Fishermen Seek Answers After Deadly U.S. Boat Strikes,https://www.democracynow.org/2026/9/2/fault_lines_boats,2026-09-02T00:00:00+00:00,,0.124000,0.700000,,,,6,7,8,21,foreign_policy_wars:0.75; democracy_elections:0.15; government_leadership:0.10,score_v2,unsourced,full_text,open,2775,transcript_page,no sourced reach figure; flat across the outlet's items (no per-item signal),"Investigative documentary with named witnesses, family testimony, government responses, and specific figures on strikes/deaths; correspondent is a former CENTCOM spokesperson lending authority. Emotional family interviews about lost fishermen drive strong pathos throughout."
,10138c3af9e31e77,The Erick Erickson Show,radio,en,"Sell the Future, Not the Past",https://ewerickson.substack.com/p/sell-the-future-not-the-past,2026-09-03T00:00:00+00:00,,0.138500,0.600000,,,,6,6,6,18,government_leadership:0.35; democracy_elections:0.35; immigration:0.10; crime:0.10; inflation_cost_of_living:0.10,score_v2,unsourced,full_text,open,675,transcript_page,no sourced reach figure; flat across the outlet's items (no per-item signal),"Uses polling data, historical anecdote, and named political figures to build a strategic argument for GOP messaging. Speaker writes as an informed political commentator with insider access (CNN, Begala anecdote) but not a marquee national figure. Sharp partisan framing and fear-based rhetoric drive moderate emotional intensity."
,7336016c061d2760,The Erick Erickson Show,radio,en,Beating Talarico & Lindsay Clancy’s Jury,https://ewerickson.substack.com/p/beating-talarico,2026-09-02T00:00:00+00:00,,0.098000,0.600000,,,,5,7,6,18,crime:0.45; government_leadership:0.35; ethics_morality:0.20,score_v2,unsourced,full_text,open,866,transcript_page,no sourced reach figure; flat across the outlet's items (no per-item signal),"Author blends political commentary (Paxton/Trump feud, personal credibility claims) with legal analysis of the Clancy trial, citing Massachusetts jury instructions. Moderate reasoning, some evidence (texts, legal standards), strong personal voice and moral framing, moderate emotional intensity around postpartum depression and jury shaming."
,e561b2c66716a479,The Erick Erickson Show,radio,en,The Pyrrhic Victory Long Ago Predicted,https://ewerickson.substack.com/p/the-pyrrhic-victory-long-ago-predicted,2026-09-01T00:00:00+00:00,,0.161500,0.566667,,,,5,6,6,17,government_leadership:0.55; democracy_elections:0.35; ethics_morality:0.10,score_v2,unsourced,full_text,open,908,transcript_page,no sourced reach figure; flat across the outlet's items (no per-item signal),"Opinion piece arguing Paxton is a weak, corrupt candidate risking the Senate, citing polling money figures, primary predictions, and campaign dynamics; some evidence but one-sided. Author writes with confident, insider political commentary voice carrying weight with a partisan readership, using scornful, mocking language ('philandery', 'tantrum') for emotional charge."
,e5a3d3ee9654b7cc,The Erick Erickson Show,radio,en,A Good Deal. A Bad Structure.,https://ewerickson.substack.com/p/a-good-deal-a-bad-structure,2026-08-31T00:00:00+00:00,,0.161500,0.666667,,,,8,6,6,20,foreign_policy_wars:0.65; economy:0.20; government_leadership:0.15,score_v2,unsourced,full_text,open,2008,transcript_page,no sourced reach figure; flat across the outlet's items (no per-item signal),"Dense argumentation with historical detail, data (interceptor stockpiles, percentages), named sources (WSJ, Reuters, McGurk), and structural critique of the Venezuela deal and Pentagon leaks. Opinion columnist voice carries moderate authority; vivid rhetoric ('Chávez took it with rifles') adds emotional charge without dominating."
,b7fbd34a9520208e,The Erick Erickson Show,radio,en,p / a-renamed-lake,https://ewerickson.substack.com/p/a-renamed-lake,2026-08-28T10:54:34+00:00,,0.198000,0.600000,,,,6,6,6,18,economy:0.35; government_leadership:0.35; foreign_policy_wars:0.20; democracy_elections:0.10,score_v2,unsourced,full_text,open,889,rss_fulltext,no sourced reach figure; flat across the outlet's items (no per-item signal),"Columnist marshals specific examples (tariffs, beef prices, Iran timeline, Collins' remarks) to argue GOP is undisciplined, showing moderate evidentiary structure. Writes as an insider political commentator with a recognizable voice but no named outlet authority shown. Sarcastic, mocking tone ('rename the fault after Biden') adds notable emotional charge."
,240a8c9054146059,The Erick Erickson Show,radio,en,p / the-show-notes-the-cia-chiefs-visit,https://ewerickson.substack.com/p/the-show-notes-the-cia-chiefs-visit,2026-08-27T16:03:18+00:00,,0.020500,0.500000,,,,6,4,5,15,environment:0.55; ethics_morality:0.15; ai_technology:0.15; democracy_elections:0.15,score_v2,unsourced,full_text,open,347,rss_fulltext,no sourced reach figure; flat across the outlet's items (no per-item signal),"Mostly detailed factual reporting on Nepal glacier flood with data (speed, height, casualties), plus brief curated links on antisemitism, data centers, and a Senate race. Moderate emotional language ('STUNNING', 'disturbing'); author has newsletter-level authority but no strong personal ethos."
,452bb4aa4166e0d8,The Erick Erickson Show,radio,en,p / we-have-stopped-believing-in-tomorrow,https://ewerickson.substack.com/p/we-have-stopped-believing-in-tomorrow,2026-08-27T10:28:37+00:00,,0.190000,0.533333,,,,5,5,6,16,economy:0.60; inflation_cost_of_living:0.25; ethics_morality:0.15,score_v2,unsourced,full_text,open,551,rss_fulltext,no sourced reach figure; flat across the outlet's items (no per-item signal),"Uses two data points (savings rate, hobby spending) plus anecdotes to argue a cultural 'fatalism' thesis; personal, reflective voice with moderate emotional framing but limited counter-argument or rigorous causal analysis."
,e695a801e4109c8a,1A (WAMU/NPR),radio,en,Music: Dolly Parton's Legacy : 1A,https://www.npr.org/2026/08/26/nx-s1-5945255/music-dolly-partons-legacy,2026-08-26T00:00:00+00:00,,0.070000,0.400000,,,,2,4,6,12,other:1.00,score_v2,unsourced,full_text,open,316,transcript_page,no sourced reach figure; flat across the outlet's items (no per-item signal),"Tribute piece on Dolly Parton's death and legacy, replaying a music-focused segment. No policy argument; emotional anecdote about her death and celebratory tone about her career. NPR institutional voice but no strong personal authority invoked beyond music context."
